[1, "No, never that  https://t.co/BI4QXAUYio"]
[6735, "I'd lay in bed with him and be like 'fine but um@staying here'XD https://t.co/UeiOFZUclo"]
[6736, "\"Flu 'kan sumber dari segala penyakit\" - Agasa Hiroshi"]
[6737, "RT @GymTymeIL: FeVer pictures from today's performance!!! #gtil #gt4l #worlds2016"]
[6738, "@VA_MOE  im konfused about the dead altogether, how u die from the flu?"]
[6739, "RT @thenickcolletti: If ur walking &amp; u didnt vomit ur fine"]
[6740, "Sos I can't stop sneezing"]
[6741, "CDC Flu Update: Activity Remains Slightly Elevated https://t.co/XaFj8Bs70g"]
[6742, "RT @JanineRizzo: Isso https://t.co/ua1SPI31hf"]
[6743, "Sneezing is just blowing kisses, but shotgun\nstyle."]
[6744, "I would rather vomit on myself in public than take hesi exams this week"]
[6745, "Love me or hate me are both  in my fever. if you love me,I,ll alwayse be in your heart. if you hate me,ill  always  be in your mind."]
[6746, "@OGBobbyJohns0n  https://t.co/bUY1KhU5dL"]
[6747, "Go take a walk bro... https://t.co/lnTdazwUga"]
[6748, "i can sense fever is coming"]
[6749, "@TortiousTroll @brianking118 oh, the fever guy who disappeared"]
[6750, "RT @CeleryNewsies: are your stress levels ever so high that you feel like you're just going to vomit for ten straight years"]
[6751, "@CuffsTheLegend have you tried sneezing with your eyes open?"]
[6752, "@Diarrhea @packersfan725 I think you're married now."]
[6753, "RT @KAGEHlNA: dan would Vomit if he knew ur teenager ass was sexualizing him that shit Nasty https://t.co/OxPZLtQo2W"]
[6754, "Tava louco num Fla Flu na final"]
[6755, "SHORI IS AMAZING https://t.co/IsJqZW9ktI"]
[6756, "@Yourfavashlee @ChildishNigger @FunniestRoasts this makes me want to vomit lmao"]
[6757, "@sydneyesiason playoff fever? I have it too"]
[6758, "@marshall_long Tylenol for the fever reduction"]
[6759, "rebekah\n-cao lu ......\n-lily fever cause ur tumblr \n-purple lipstick (idk why) \n-the colour red"]
[6760, "am I the only person who finds sneezing in the shower really weird or..??"]
[6761, "RT @Agabho: Quero Fla X Flu na final ..."]
[6762, "I'm rocking a fever at work today and my coworkers still use me for help/favors/rant sessions. Only one person asks how I'm feeling. Smh"]
[6763, "@Z34l_B1RD I think it might actually be the flu."]
[6764, "RT @sour_tori: \"If I vomit my food 30 min after i eat it, do i get a refund?\" -@annaeready contemplating her meal"]
[6765, "NowPlaying Night Fever - Bee Gees https://t.co/y265iknrG7"]
[6766, "@ponybon ew vomit. that's fucking gross"]
[6767, "Anybody got some water bro I'm dehydrated af"]
[6768, "the fact that ppl my age choose to be married and have babies on purpose gives me anxiety... like diarrhea level anxiety."]
[6769, "Can Luongo get diarrhea again? Someone give the man an exlax."]
[6770, "thank my phone for that one. Bless your heart. https://t.co/Px32DrTFQX https://t.co/FFY4WmhUgz"]
[6771, "Headache. Sneezing. Sore Throat. Allergies. This is Krazy. I need to get up and be productive."]
[6772, "am I the only person who finds sneezing in the shower really weird or..?? https://t.co/iehgoeDWGq https://t.co/daWagZouzd"]
[6773, "@BradycoxCox grind flu"]
[6774, "True  https://t.co/LjmJjk9hfj"]
[6775, "RT @Tobs_Lindsey: the fact that ppl my age choose to be married and have babies on purpose gives me anxiety... like diarrhea level anxiety."]
[6776, "@PrinceTurkFish ive never heard of that oOo i know it hapoens w Any Liquids if ur normally dehydrated tho. which is me"]
[6777, "make me stop sneezing @god"]
[6778, "RT @fatubasticus: I can never remember if it's starve a cold and feed a fever so I always play safe and feed them both"]
[6779, "Dentro do que foi proposto, Bota e Flu saem de campo satisfeitos e com um resultado justo. \n\nhttps://t.co/CEHSUmMVMp https://t.co/Tv4wabwj3e"]
[6780, "Is pregnancy like a viral, flu like thing this past year? I need to stay in the house lol"]
[6781, "Tepar, flu"]
[6782, "I will vote for Cruz...probably go home and vomit after, but I will still vote Cruz. #HoldMyNoseAndVote https://t.co/4Lqpfi4yCu"]
[6783, "@brendangonzo even tho that album gave me chronic diarrhea"]
[6784, "@DanielFFC07 @Thiagob9 na vdd, se a gente for ver, nesse s\u00e9culo Flu ganhou s\u00f3 3 cariocas em 16 anos. \u00c9 MUITO POUCO"]
[6785, "RT @DansMello12: @StarkFelipe ah mas ja \u00e9 manjada mesmo sendo mais dificil kkk acho que flu\u00eda mais que roni roni ali na hora"]
[6786, "Saturday Night Fever - More Than A Woman (Bee Gees) https://t.co/rgnDAD5ZWC v\u00eda @YouTube"]
[6787, "RT @augustusftklaus: Creo que vomit\u00e9 la once.\nCortes\u00eda de M\u00f3nica.\n#ElregresodeMichelle"]
[6788, "Fever The Ghost - SOURCE (official music video) https://t.co/lpsZlHJRO0 v\u00eda @YouTube"]
[6789, "Prev\u00e9 Posadas crecimiento a doble d\u00edgito: Luego de registrar un trimestre r\u00e9cord en t\u00e9rminos de ingresos y flu... https://t.co/HxzKvQ9voh"]
[6790, "RT @moniqg_: queria mt um FlaxFlu... mas n tem Flu, nem Fla, nem porra nenhuma n\u00e9"]
[6791, "Prev\u00e9 Posadas crecimiento a doble d\u00edgito: Luego de registrar un trimestre r\u00e9cord en t\u00e9rminos de ingresos y flu... https://t.co/gJZor8OhsB"]
[6792, "The mere thought of school tomorrow makes me what to projectile vomit"]
[6793, "#NowPlaying  The Blackwater Fever - Don't Fuck With Joe on Cowboys Juke Joint Tune In: https://t.co/cmdXw4XVId @blackwaterfever @CowboysJJT"]
[6794, "#NowPlaying The Blackwater Fever - Don't Fuck With Joe :: Tune In: https://t.co/GT19e8oPFE"]
[6795, "Imagina se o Flu tivesse perdido o t\u00edtulo da Primeira Liga?"]
[6796, "RT @13elieveSG: [TRANS] @shfly3424: #HereIAm #yesung #MusicBank #Flu (Cr:@13elieveSG) https://t.co/AQhDivMgXz"]
[6797, "Would you rather get a computer virus or the flu? https://t.co/nYLuCkTTZJ"]
[6798, "RT @adison__tablet: @jackson_amyy  https://t.co/o17n9AJzTn"]
[6799, "Let's make one  https://t.co/vypMTiLuD0"]
[6800, "@littlepedrinho fincaram a bandeira de melhor fregu\u00eas antes que o flu pudesse se classificar pra final kkkkk"]
[6801, "TUMBLR STOP SUGGESTING ME HOPERAI POSTS IM GONNA FUCKING VOMIT"]
[6802, "@faceofb0e dehydrated rolls make the baker broke, yo."]
[6803, "let's all make an effort to stop sneezing on this plane on account of its gross!!!!!!!!!!"]
[6804, "Faded?  https://t.co/PethxhRDHR"]
[6805, "Actualizate \"Fever El Tunante - Abrazame\" https://t.co/A4Ngyoe2y3 https://t.co/bC8R6KwJrM"]
[6806, "Fever El Tunante - Abrazame - https://t.co/A4Ngyoe2y3 #TeamSDF https://t.co/u8GJc1bEJT"]
[6807, "Fever El Tunante - Abrazame - https://t.co/w6yJn9pJsQ #TeamSDF https://t.co/e5ACEzzvyK"]
[6808, "Fever El Tunante - Abrazame - https://t.co/LLPLMOU3eO https://t.co/KdJWkZwBG4"]
[6809, "Thank you, Omni, for taking up the slack for Reunion Tower. https://t.co/imJJeY46l6"]
[6810, "#nowplaying  Ituana - It's A Fever"]
[6811, "Saturday Night Fever 1977 Donruss Trading Cards - Near Complete Set https://t.co/2mfv1ylg3Y https://t.co/5NJO8nbvt3"]
[6812, "I don't like when my nose gets runny and I end up sneezing a lot after I go into the water"]
[6813, "RT @whitneeey_joan: sneezing is one of the best feelings"]
[6814, "Saturday Night Fever 1977 Donruss Trading Cards - Near Complete Set https://t.co/nvtoiku1q0 https://t.co/UlJN5XOaGp"]
[6815, "RT @E4T__: I keep sneezing"]
[6816, "So far 2016 has brought me: \n- Flu for 2 weeks \n- Food poisoning\n- Mono\n- Shin splints in both legs \n- Rad gf"]
[6817, "@Thayrpgamer @YouTube @drakoporcento  vmo flu ganha desse timeco f\u00e1cil"]
[6818, "RT @TashaCole4: Someone give New Edition the flu shot please... #noNEHeartbreak"]
[6819, "yeess . https://t.co/NYV3uB1hom"]
[6820, "Saturday Night Fever 1977 Donruss Trading Cards - Near Complete Set https://t.co/5VN8lJwhcZ https://t.co/AcbHY5Xvb7"]
[6821, "My boobs have a fever"]
[6822, "RT @minivan2365: Sneezing while peeing is the closest to death I've ever felt."]
[6823, "RT @BrooksGC: Thank you Mother Nature!  Was getting quite dehydrated.....#letitrain #greengrass #thirstyturf"]
[6824, "Get some nair too  https://t.co/QWlgyzxsYA"]
[6825, "I woke myself up by sneezing"]
[6826, "Smoking weed + drinking = vomit"]
[6827, "FLU 0X1 BOTA - Melhor e com ajuda da arbitragem, Botafogo chega \u00e0 final do Estadual O TRICOLOR ,... https://t.co/RqzQUYTZqc"]
[6828, "#NowPlaying Fever Ray - Seven at https://t.co/1u9ljntsHM https://t.co/HxKdZTrkJc"]
[6829, "I got the 2012 release Flu Games w/ the suede already.. But this may 28th cop is a must"]
[6830, "Game of Thrones fever again #GameofThrones . Thank you @HBO"]
[6831, "Writing Prompt #5: Fever Your character is suddenly feeling very feverish... https://t.co/Cz8aLUuDqJ #writer #author #amwriting"]
[6832, "Lmaooo https://t.co/XeSMPtc2Eg"]
[6833, "@MyVelvetRope @PrincetafasTwin but they found no cause of death. So could mean something other than the flu. https://t.co/H7swvHseWF"]
[6834, "RT @JoannePistonFan: I do not wish physical harm on people, but I feel like I can abide by this and wish explosive diarrhea on the Cavs."]
[6835, "@felipeofreitas @fabzettel kkkkkkkk cao, cl\u00e1ssico  \u00e9 cl\u00e1ssico, flu entrou de salto alto e se fudeu"]
[6836, "Fall Plants: Goldenrod: Medicinal Uses: ... - #gardens #gardening #garden #landscaping #diy https://t.co/0RDjTiNHEB https://t.co/K77Ulv8Fgj"]
[6837, "Bruh. Dehydrated. Like at the cellular level. I have no water or carbs to metabolize this glucose.  https://t.co/FwBTGXn5jC"]
[6838, "RT @yayblaze: There's kids dying in Africa from diarrhea cuz they're water is polluted https://t.co/lzURo444S8"]
[6839, "@FlyingWithCarly @patraejepsie *also lists fever and first time*"]
[6840, "RT @CelineSchill: Interesting @StephaneSuisse - flu trend analysis mentioned here https://t.co/AMPu0nTgh1"]
[6841, "Bad case of word vomit"]
[6842, "Mine dehydrated. Out of service."]
[6843, "i'm honestly going to fucking vomit why is summer taking so long"]
[6844, "This week was going to be rough enough and then now this stomach flu. How do I tell my senior :( :/"]
[6845, "I'ma Try To Cop Them Flu Game 12's For Me And My Lah God Son"]
[6846, "@n0cturnal_v0mit ew vomit"]
[6847, "Something @lucy_lunce would say to me  https://t.co/TxZ6Uv7hph"]
[6848, "@Josh_Khalfin I remember seeing this and wanting to vomit"]
[6849, "The Roman Sams - Fever: https://t.co/DGyu9hA3x6 via @YouTube"]
[6850, "\"bae come over\"\n\nme: \"i can't i gotta show this poopy diarrhea game a thing or two.\"\n\n\"my parents aren't home\"\n\nme: https://t.co/HhTMM9L39j"]
[6851, "I'm pretty sure Rick and I are both dying. The flu ain't no joke"]
[6852, "I'VE SAID THIS ALL WEEKEND https://t.co/HCag67kTPy"]
[6853, "@chinchi98 i'm running a fever and didn't really get any sleep at the cold airport but believe it or not this video just brought"]
[6854, "im 23 in a month got me like mj's flu game"]
[6855, "RT @Hannah_Foran: Pollen is basically plant sperm so I guess that makes hay fever like an std???... Bye"]
[6856, "RT @ComplexMag: Check out the details on the 2016 \"Flu Game\" Air Jordan XII: https://t.co/JCmzFDEdvN"]
[6857, "EVEN HER SCHNEEZES ARE GRACEFUL. RT @Fyre_flye: Why are so many people excited about a picture of me sneezing?"]
[6858, "live by this  https://t.co/JIeW72VyDh"]
[6859, "Red days x fever"]
[6860, "Caribbean fever...."]
[6861, "Fever + lbm + headache HUWAW"]
[6862, "RT @felippefjb: Abriram os canis, soltaram os pitbulls, \u00e9 o bonde da F\u00faria Jovem ca\u00e7ador de young flu"]
[6863, "Silver Fever Hipster Indie Fabric &amp; Straw Shoulder Bag Embroidered Flowers Gray https://t.co/bmTolLlDWy https://t.co/UVNhoSL3xF"]
[6864, "@Fliesineyes brote's playing it rn it cut to third person for a takedown i want to vomit"]
[6865, "I'm gonna vomit."]
[6866, "I have all of the flu symptoms besides my nose being stopped up"]
[6867, "Jungle Fever or She's Gotta Have It https://t.co/E5Wcp23Bsg"]
[6868, "Comparing injury to the flu? https://t.co/APqoj5zDa4"]
[6869, "RT @kkson4: Sometimes I wish one of my girls would jus take one for the team and get pregnant. The baby fever is real but I'm not about it"]
[6870, "Vomit\u00e9 todo lo que com\u00ed"]
[6871, "@alltheIovers Fever 9kk WW"]
[6872, "Botafogo vence com gol de j\u00f3ia, elimina Flu e encara Vasco na final  https://t.co/VySHKKgLvm via @Miltonneves"]
[6873, "Ribamar marca outra vez contra o Flu e coloca Botafogo na final do Carioca:  https://t.co/HEQI7l0oyQ #esporte #spot"]
[6874, "Ribamar marca outra vez contra o Flu e coloca Botafogo na final do Carioca:  https://t.co/m0npXK6vtf #esporte #spot"]
[6875, "I have country fever now. Someone please take me outside of the city again. #countrygirlescort"]
[6876, "RT @JoshAppel: Might vomit tbh"]
[6877, "Can't let urself get too thirsty u get dehydrated."]
[6878, "RT @MidwstHotMess: A rare pic of me sneezing https://t.co/v3X43B9GfN"]
[6879, "Been gone for over a week, haven't watched #dawsonscreek in like 3. Starting to get the shakes (or maybe it's just Dengue Fever)."]
[6880, "@ChicksDigHockey was that Jagr or Jager? Both are ok at 4am...but the Jager bombs could catch up Jagr post game...ya know vomit bombs"]
[6881, "@__fc Allergies? Flu?"]
[6882, "@_Booobie You may just have boogie fever..."]
[6883, "This flu is killing me,God help me"]
[6884, "mood : cabin fever"]
[6885, "Disco bloodbath boogie fever"]
[6886, "You know you've written a good pronz when you literally vomit a little"]
[6887, "Merc is burning up with a flu that won't shake for 5 days now! let's all send her our best intentions &lt;3"]
[6888, "If you think you reach maturity in college you're wrong. One time the bae and I were up til 4am talking about embarrassing diarrhea stories"]
[6889, "RT @sabbaglionexo: @vanessaamm_ #yesterdayzz https://t.co/1HgxzoIAPd"]
[6890, "Oooohhhh ummmm. I think I have a fever... https://t.co/dr7XYxyFbp"]
[6891, "Fever and cough is = bad combo"]
[6892, "Est\u00e1 com erro at\u00e9 na manchete  https://t.co/Gd4Hq5aaEp"]
[6893, "Baby fever is outrageous  RT @Slim_Carey: I want kids but for right now, I'm content with my niece."]
[6894, "RT @lucastitaco: te dou um papo vou falar pra tu, a furia correu \u00e9 pau na young flu"]
[6895, "My new sounds: corok-Bb - Blooming Fever [F/C J-Dance Festival https://t.co/xVwXJawtyY on #SoundCloud"]
[6896, "Waspadai Flu Singapura, Lakukan Ini | https://t.co/4zRU61RNTw https://t.co/HnJl4Mhztg"]
[6897, "Pretty sure your toddler having the stomach flu on and off for 4 days is my personal definition of hell."]
[6898, "RT @quiikins: DID JODI GO THROUGH A PHASE WHERE SHE WAS ADDICTED TO COOKIE CLICKER OR WAS THAT JUST MY OWN FEVER DREAM I LITERALLY CANT TEL"]
[6899, "I have a fever so I medicated with Taco Bell"]
[6900, "RT @ughmol: my whole head is stuffy i have a fever my throat is on fire and i look like a marshmallow https://t.co/jU1xXRSImG"]
[6901, "RT @cmdhb: #FightFlu wash your hands after you cough to prevent the spread of flu, every time. https://t.co/Sa36E4sLow"]
[6902, "Thiago Neves se agigantava nos cl\u00e1ssicos. At\u00e9 com o Flu jogando com time reserva. Nos falta jogadores assim...rs"]
[6903, "the smell of my knee pads after a tournament makes me want to vomit"]
[6904, "Vomit-inducing therapy boom: Risky or life-changing? |  https://t.co/QcirJxa6Uf https://t.co/FIVaaMoc0c"]
[6905, "CDC Flu Update: Activity Remains Slightly Elevated https://t.co/R0UEVIPXOf"]
[6906, "@queeneliza0907 ,Damn Skippy \nTrump fever is around the world!!!!\n He will save us and the world from World War 3, straight up....\nGo Trump"]
[6907, "@_liltecate @Martin_DopeAF @_luiss6996 smfh i hope you have diarrhea from all that alcohol mr."]
[6908, "@BriAntonell STOP RETWEETING DR PIMPLE POPPER OMG IM GONNA VOMIT"]
[6909, "Love him. https://t.co/3KRcotVfLy"]
[6910, "@_FemmeFvtvle @__dpw3 flu game 12s"]
[6911, "Why does my fever choose now to come back https://t.co/SAVSuylza5"]
[6912, "Wala najud koy fever..."]
[6913, "Mental illness in 2103, \"machine fever\" - anime nerds go insane knowing their replica sailor moon robot (with holes) is not a real woman."]
[6914, "I have so many late papers and shit omg this is horrible I wanna vomit but I start T in 15 days"]
[6915, "Will share an interesting video about how DJT is going to rock the world - more to come  https://t.co/HIq50Ksju4"]
[6916, "@Gravy_Tape I honestly would find this amusing if I was said sneezing neighbour. Might even open up a neighborly friendship!"]
[6917, "An MCL injury manifests itself as a stomach ache? https://t.co/V2ThXob2Pu"]
[6918, "And Get Him To A Water Fountain With His Dehydrated Ass .  https://t.co/pU1GQ5TcoY"]
[6919, "You better lil nigga\n https://t.co/oygOl50o0i"]
[6920, "I Heard U Got A Fever? Well, I'm \"The Savage Doctor\" &amp; I'll be happy to assist u with cooling down! #DonnySavage :) https://t.co/kfblz6sBGx"]
[6921, "never  https://t.co/GxOp3OAxse"]
[6922, "RT @fayerica_: Imagine watching your babes say smash smash there, you just have to vomit"]
[6923, "His palms are sweaty, knees weak, arms are heavy\nThere's vomit on his sweater already, mom's spaghetti"]
[6924, "I posted 9 photos on Facebook in the album \"Detroit Piston Fever\" https://t.co/vp1uINJxBo"]
[6925, "*complaint to my dad about the cat*\nlaugh at me and tell me means the cat sayang u\nkucing kan tahu org yg baik hati &amp; tak\nye hidung ni flu"]
[6926, "RT @AtchaShamrock: @LightskinJesuSP at least my plate appears edible\n\nManda just took a diarrhea shit into a casserole dish and baked it"]
[6927, "@ajeetpall96 bad cough and flu"]
[6928, "I liked a @YouTube video https://t.co/Cknvx4GZGK BEAN BOOZLED CHALLENGE HUNGRY HUNGRY HIPPOS EDITION!!! (VOMIT ALERT)"]
[6929, "Vomit visitors toward yours website spite of online shopping age group: qOZSqxiN"]
[6930, "Does anyone feel like they're gonna vomit everywhere rn"]
[6931, "Cannot stop sneezing :("]
[6932, "RT @ihaqionline: Jika kamu demam disertai batuk atau flu kemungkinan demam yang kamu alami bukan demam berdarah."]
